English_Word,Node_Collections,,
unls,Focus -> General/Universal  ||  Focus  ->  Objective  ->  Material Object  ->  Immaterial  ->  Factual  ->  Opinion/Perspective  ||  Subjective,Focus  ->  Abstract  ->  Creative  ||  Spatial  ->  Time  ->  Past  ->  Near  ->  Distant  ->  Present  ->  Future  ->  Near  ->  Distant  ->  Space  ->  Near/Close  ->  Far/Distant  ->  Location  ||  Action  ->  Past Tense/Occurred  ->  Current/Occuring  ->  Future/Forward  ->  Resting/Stopped  ||,Identity  ->  Species  ->  Self  ->  Close Related External  ->  Distant Related External  ->  Gender  ->  Unidentified  ->  Binary  ->  Trans  ->  Female  ->  Male  ||  Quantitative  ->  Singular  ->  Positive  ->  Negative  ->  Multiple  ->  Positive  ->  Negative
,,,
AM,Spatial  ->  Time,,
PM,Spatial  ->  Time,,
ridiculously,Focus	 -> 	Subjective	 -> 	Negative																												,,
righteously,Focus	 -> 	Subjective	 -> 	Positive																												,,
rightfully,Focus	 -> 	Subjective	 -> 	Positive																												,,
rightly,Focus	 -> 	Subjective	 -> 	Positive																												,,
rigidly,Focus	 -> 	Subjective	 -> 	Negative																												,,
roughly,Focus	 -> 	Subjective	 -> 	Negative																												,,
routinely,Quantitative	 -> 	Multiple																														,,
rudely,Focus	 -> 	Subjective	 -> 	Negative																												,,
ruthlessly,Focus	 -> 	Subjective	 -> 	Negative																												,,
sadly,Focus	 -> 	Subjective	 -> 	Negative																												,,
safely,Focus	 -> 	Subjective	 -> 	Positive																												,,
scarcely,Focus	 -> 	Subjective	 -> 	Negative																												,,
scarily,Focus	 -> 	Subjective	 -> 	Negative																												,,
scientifically,Focus	 -> 	Subjective																														,,
searchingly,Focus	 -> 	Subjective	 -> 	Positive																												,,
secretively,Focus	 -> 	Subjective	 -> 	Negative																												,,
securely,Focus	 -> 	Subjective	 -> 	Positive																												,,
sedately,Focus	 -> 	Subjective	 -> 	Positive																												,,
seemingly,Focus	 -> 	Subjective																														,,
seldom,Quantitative	 -> 	Single																														,,
selfishly,Focus	 -> 	Subjective	 -> 	Negative																												,,
selflessly,Focus	 -> 	Subjective	 -> 	Positive																												,,
separately,Focus	 -> 	Subjective																														,,
seriously,Focus	 -> 	Subjective	 -> 	Negative																												,,
shakily,Focus	 -> 	Subjective	 -> 	Negative																												,,
shamelessly,Focus	 -> 	Subjective	 -> 	Negative																												,,
sharply,Focus	 -> 	Subjective	 -> 	Negative																												,,
sheepishly,Focus	 -> 	Subjective	 -> 	Negative																												,,
shoddily,Focus	 -> 	Subjective	 -> 	Negative																												,,
shortly,Focus	 -> 	Subjective																														,,
shrilly,Focus	 -> 	Subjective	 -> 	Negative																												,,
shyly,Focus	 -> 	Subjective	 -> 	Negative																												,,
significantly,Focus																																,,
silently,Focus	 -> 	Subjective	 -> 	Positive																												,,
simply,Focus																																,,
sincerely,Focus	 -> 	Subjective	 -> 	Positive																												,,
singularly,Quantitative	 -> 	Singular]																														,,
skillfully,Focus	 -> 	Subjective	 -> 	Positive																												,,
sleepily,Focus	 -> 	Subjective	 -> 	Negative																												,,
slightly,Focus																																,,
slowly,Focus	 -> 	Subjective	 -> 	Negative																												,,
slyly,Focus	 -> 	Subjective	 -> 	Negative																												,,
smoothly,Focus	 -> 	Subjective	 -> 	Positive																												,,
so,Focus																																,,
softly,Focus	 -> 	Subjective	 -> 	Positive																												,,
solely,Focus	 -> 	Subjective																														,,
solemnly,Focus	 -> 	Subjective	 -> 	Negative																												,,
solicitously,Focus	 -> 	Subjective	 -> 	Positive																												,,
solidly,Focus	 -> 	Subjective	 -> 	Positive																												,,
somehow,Focus	 -> 	Subjective																														,,
sometimes,Spatial	 -> 	Time																														,,
somewhat,Focus																																,,
somewhere,Spatial	 -> 	Space	 -> 	Location																												,,
soon,Spatial	 -> 	Time	 -> 	Future																												,,
spasmodically,Focus	 -> 	Subjective	 -> 	Negative																												,,
specially,Focus	 -> 	Subjective	 -> 	Positive																												,,
specifically,Focus	 -> 	Subjective	 -> 	Positive																												,,
spectacularly,Focus	 -> 	Subjective	 -> 	Positive																												,,
speedily,Focus	 -> 	Subjective	 -> 	Positive																												,,
spiritually,Focus	 -> 	Subjective	 -> 	Positive																												,,
splendidly,Focus	 -> 	Subjective	 -> 	Positive																												,,
sporadically,Focus	 -> 	Subjective																														,,
startlingly,Focus	 -> 	Subjective	 -> 	Negative																												,,
steadily,Focus	 -> 	Subjective	 -> 	Positive																												,,
stealthily,Focus	 -> 	Subjective	 -> 	Negative																												,,
sternly,Focus	 -> 	Subjective	 -> 	Negative																												,,
still,Focus	 -> 	Subjective																														,,
strenuously,Focus	 -> 	Subjective	 -> 	Positive																												,,
stressfully,Focus	 -> 	Subjective	 -> 	Negative																												,,
strictly,Focus	 -> 	Subjective	 -> 	Negative																												,,
structurally,Focus	 -> 	Subjective																														,,
studiously,Focus	 -> 	Subjective	 -> 	Positive																												,,
stupidly,Focus	 -> 	Subjective	 -> 	Negative																												,,
stylishly,Focus	 -> 	Subjective	 -> 	Positive																												,,
subsequently,Focus	 -> 	Subjective																														,,
substantially,Focus																																,,
subtly,Focus	 -> 	Subjective	 -> 	Positive																												,,
successfully,Focus	 -> 	Subjective	 -> 	Positive																												,,
suddenly,Focus	 -> 	Subjective																														,,
sufficiently,Focus																																,,
suitably,Focus	 -> 	Subjective	 -> 	Positive																												,,
superficially,Focus	 -> 	Subjective	 -> 	Negative																												,,
supremely,Focus	 -> 	Subjective	 -> 	Positive																												,,
surely,Focus	 -> 	Subjective	 -> 	Positive																												,,
surprisingly,Focus	 -> 	Subjective	 -> 	Positive																												,,
suspiciously,Focus	 -> 	Subjective	 -> 	Negative																												,,
sweetly,Focus	 -> 	Subjective	 -> 	Positive																												,,
swiftly,Focus	 -> 	Subjective	 -> 	Positive																												,,
sympathetically,Focus	 -> 	Subjective	 -> 	Positive																												,,
systematically,Focus	 -> 	Subjective	 -> 	Positive																												,,
temporarily,Focus	 -> 	Subjective																														,,
tenderly,Focus	 -> 	Subjective	 -> 	Positive																												,,
tensely,Focus	 -> 	Subjective	 -> 	Negative																												,,
tepidly,Focus	 -> 	Subjective																														,,
terribly,Focus																																,,
thankfully,Focus	 -> 	Subjective	 -> 	Positive																												,,
then,Spatial	 -> 	Time																														,,
there,Spatial	 -> 	Space	 -> 	Location																												,,
thereby,Spatial	 -> 	Space	 -> 	Location																												,,
thoroughly,Focus	 -> 	Subjective	 -> 	Positive																												,,
thoughtfully,Focus	 -> 	Subjective	 -> 	Positive																												,,
thus,Focus	 -> 	Subjective																														,,
tightly,Focus	 -> 	Subjective	 -> 	Positive																												,,
today,Spatial	 -> 	Time	 -> 	Present																												,,
together,Focus	 -> 	Subjective	 -> 	Positive																												,,
tomorrow,Spatial	 -> 	Time																														,,
too,Focus																																,,
totally,Focus																																,,
touchingly,Focus	 -> 	Subjective	 -> 	Positive																												,,
tremendously,Focus																																,,
truly,Focus																																,,
truthfully,Focus	 -> 	Subjective	 -> 	Positive																												,,
twice,Quantitative	 -> 	Multiple																														,,
ultimately,Focus	 -> 	Subjective																														,,
unabashedly,Focus	 -> 	Subjective	 -> 	Positive																												,,
unanimously,Focus	 -> 	Subjective	 -> 	Positive																												,,
unbearably,Focus	 -> 	Subjective	 -> 	Negative																												,,
unbelievably,Focus	 -> 	Subjective	 -> 	Positive																												,,
unemotionally,Focus	 -> 	Subjective	 -> 	Negative																												,,
unethically,Focus	 -> 	Subjective	 -> 	Negative																												,,
unexpectedly,Focus	 -> 	Subjective	 -> 	Negative																												,,
unfailingly,Focus	 -> 	Subjective	 -> 	Positive																												,,
unfavorably,Focus	 -> 	Subjective	 -> 	Negative																												,,
unfortunately,Focus	 -> 	Subjective	 -> 	Negative																												,,
uniformly,Focus	 -> 	Subjective	 -> 	Positive																												,,
unilaterally,Focus	 -> 	Subjective																														,,
unimpressively,Focus	 -> 	Subjective	 -> 	Negative																												,,
universally,Focus	 -> 	Subjective																														,,
unkindly,Focus	 -> 	Subjective	 -> 	Negative																												,,
unnaturally,Focus	 -> 	Subjective	 -> 	Negative																												,,
unnecessarily,Focus	 -> 	Subjective	 -> 	Negative																												,,
unquestionably,Focus	 -> 	Subjective	 -> 	Positive																												,,
unselfishly,Focus	 -> 	Subjective	 -> 	Positive																												,,
unskillfully,Focus	 -> 	Subjective	 -> 	Negative																												,,
unwillingly,Focus	 -> 	Subjective	 -> 	Negative																												,,
up,Spatial	 -> 	Space																														,,
upbeat,Focus	 -> 	Subjective	 -> 	Positive																												,,
upliftingly,Focus	 -> 	Subjective	 -> 	Positive																												,,
